"country","Date","flu_cases","dengue_cases","life_expectancy"
France,"2005-05-08","10",,
United States,"2014-04-06","1771",,
Spain,"2010-08-01","4",,
Uruguay,"2014-07-06","146",,
Russia,"2008-12-07","506",,
Germany,"2014-02-23","1108",,
Bolivia,"2003-02-09",NA,"0.225",
Sweden,"2003-11-23",NA,,
Netherlands,"2011-10-23","33",,
Belgium,"2011-02-20","134",,
United States,"2014-01-05","4691",,
France,"2008-09-21","40",,
Switzerland,"2015-05-03","29",,
Bolivia,"2013-03-31","247","0.019",
Canada,"2012-10-28","2013",,
Mexico,"2010-11-14","1365","0.184",
Belgium,"2009-08-30","62",,
United States,"2009-08-09","1302",,
France,"2006-02-05","262",,
New Zealand,"2012-09-09","64",,
New Zealand,"2014-07-13","157",,
Canada,"2004-03-14","1404",,
Norway,"2012-11-04","53",,
Norway,"2010-07-11","21",,
Argentina,"2010-02-21","71","0.284",
Bolivia,"2010-12-05","168","0.012",
Germany,"2008-10-05","1021",,
Chile,"2011-05-01","6",,
New Zealand,"2004-04-18",NA,,
Netherlands,"2006-01-29","39",,
Ukraine,"2013-06-30","217",,
Spain,"2012-07-22","9",,
Bolivia,"2006-08-06","347","0.006",
Austria,"2014-04-27","736",,
Chile,"2003-07-06","4",,
South Africa,"2014-08-24","3902",,
Japan,"2013-11-10","67",,
Belgium,"2009-01-04","308",,
Belgium,"2004-08-08","8",,
Germany,"2009-07-19","414",,
Sweden,"2014-10-05","4",,
Switzerland,"2013-02-24","400",,
Ukraine,"2009-11-08","1062",,
Norway,"2004-11-14","12",,
Argentina,"2012-09-16","164","0.034",
France,"2012-02-12","320",,
Mexico,"2003-12-07","1025","0.083",
Belgium,"2004-02-08","65",,
Ukraine,"2013-02-24","637",,
Austria,"2008-12-28","1384",,
Switzerland,"2009-11-08","204",,
Germany,"2004-05-09","558",,
Japan,"2004-01-25","695",,
Peru,"2009-03-15","178",,
United States,"2008-06-29","646",,
Russia,"2014-05-11","448",,
Germany,"2013-08-04","264",,
Uruguay,"2012-07-08","182",,
Switzerland,"2013-06-30","24",,
Mexico,"2003-05-25",NA,"0.074",
Poland,"2009-07-05","18",,
South Africa,"2010-01-24","1670",,
Bolivia,"2006-05-21","513","0.041",
Norway,"2011-03-27","37",,
Argentina,"2011-01-30","67","0.077",
Argentina,"2008-05-25","217","0.024",
Bulgaria,"2008-07-13","297",,
United States,"2006-09-24","1133",,
Hungary,"2014-10-19","58",,
Belgium,"2006-01-22","119",,
Bulgaria,"2012-01-15","539",,
Hungary,"2010-08-08","34",,
Uruguay,"2008-07-27","200",,
Brazil,"2006-01-29","159","0.133",
Hungary,"2003-09-21",NA,,
Chile,"2010-05-23","7",,
United States,"2009-01-25","2555",,
Bulgaria,"2006-05-28","717",,
Poland,"2012-08-26","7",,
Hungary,"2006-05-07","45",,
Poland,"2005-01-16","53",,
Russia,"2010-06-06","276",,
Peru,"2007-02-11","188",,
Bulgaria,"2014-06-01","250",,
Germany,"2010-03-07","784",,
United States,"2012-03-25","1936",,
Romania,"2010-06-20","475",,
Mexico,"2013-01-06","1576","0.084",
Mexico,"2006-12-10","1725","0.087",
Peru,"2015-05-31","150",,
Norway,"2010-08-29","84",,
Japan,"2006-10-22","9",,
Uruguay,"2003-06-15","221",,
Ukraine,"2009-06-14","216",,
New Zealand,"2009-06-07","91",,
Brazil,"2010-10-31","163","0.096",
Uruguay,"2011-03-06","55",,
Sweden,"2003-11-30",NA,,
Germany,"2003-10-05","1040",,
Switzerland,"2010-12-19","60",,
New Zealand,"2004-06-20",NA,,
Brazil,"2007-05-27","377","0.173",
Peru,"2012-03-11","99",,
Mexico,"2009-05-03","870","0.07",
Poland,"2003-04-20",NA,,
Russia,"2011-11-13","394",,
Argentina,"2011-04-17","99","0.096",
Spain,"2013-09-29","25",,
Peru,"2010-06-13","198",,
Spain,"2013-10-20","29",,
Bolivia,"2007-11-11","337","0.014",
Belgium,"2005-11-27","192",,
Bolivia,"2005-09-11","420","0.033",
Australia,"2012-03-18","300",,
Mexico,"2010-02-28","1739","0.082",
New Zealand,"2008-02-03","7",,
France,"2006-07-09","5",,
Brazil,"2015-06-28","238","0.124",
Canada,"2010-11-07","1613",,
South Africa,"2007-06-17","2954",,
South Africa,"2013-11-24","1929",,
Sweden,"2008-11-16","4",,
Peru,"2009-12-27","121",,
Bolivia,"2003-01-12",NA,"0.176",
South Africa,"2003-02-02",NA,,
Belgium,"2011-06-19","13",,
Norway,"2015-01-18","203",,
Sweden,"2011-11-20","3",,
Spain,"2014-06-08","12",,
Canada,"2012-06-24","722",,
Bolivia,"2008-05-18","430","0.027",
Uruguay,"2009-12-06","64",,
France,"2007-03-04","37",,
Bulgaria,"2006-11-12","944",,
Spain,"2010-01-03","20",,
Poland,"2003-11-16",NA,,
Romania,"2013-03-24","795",,
New Zealand,"2006-06-18","47",,
Hungary,"2012-11-11","48",,
Mexico,"2011-05-29","669","0.08",
Netherlands,"2010-10-31","22",,
Canada,"2007-06-24","770",,
Argentina,"2006-12-03","109","0.014",
Belgium,"2008-11-09","80",,
Netherlands,"2007-05-27","17",,
Russia,"2015-07-19","247",,
Mexico,"2009-04-05","956","0.083",
Peru,"2007-11-04","312",,
Peru,"2008-09-28","292",,
Argentina,"2015-01-04","81","0.034",
Canada,"2005-08-28","936",,
Chile,"2005-07-03","11",,
United States,"2003-10-19","1209",,
Bolivia,"2004-09-26","461","0.011",
Russia,"2013-04-28","471",,
Peru,"2011-06-12","172",,
Belgium,"2005-02-27","419",,
Peru,"2008-03-30","228",,
South Africa,"2003-07-20",NA,,
Canada,"2014-10-26","2271",,
Paraguay,"2010-11-28","188",,
Switzerland,"2009-06-14","14",,
Romania,"2008-08-31","579",,
Netherlands,"2015-06-28","13",,
Belgium,"2014-05-25","30",,
Ukraine,"2010-12-19","799",,
Chile,"2007-09-30","4",,
New Zealand,"2008-01-06","10",,
Peru,"2013-09-08","148",,
Bolivia,"2010-01-10","123","0.014",
France,"2010-08-22","4",,
Japan,"2012-10-14","20",,
Hungary,"2008-02-17","196",,
Russia,"2014-04-20","640",,
Mexico,"2008-10-12","1035","0.224",
Russia,"2009-02-15","880",,
United States,"2006-03-19","2057",,
Canada,"2008-04-06","2202",,
New Zealand,"2008-11-16","15",,
South Africa,"2011-10-23","2089",,
Romania,"2009-05-10","703",,
Australia,"2004-12-12",NA,,
New Zealand,"2011-11-20","17",,
Norway,"2011-06-26","20",,
Spain,"2007-09-16","20",,
Sweden,"2006-06-18","1",,
Brazil,"2009-08-02","373","0.055",
Brazil,"2004-06-13","336","0.024",
Argentina,"2010-12-12","90","0.039",
Hungary,"2007-04-08","50",,
Russia,"2012-07-29","210",,
Japan,"2007-04-22","93",,
France,"2014-08-31","3",,
Poland,"2010-10-24","34",,
Sweden,"2008-02-03","8",,
Spain,"2011-01-16","89",,
Belgium,"2013-03-17","147",,
Sweden,"2009-06-07","2",,
Ukraine,"2005-11-20","503",,
Paraguay,"2011-12-04","129",,
Chile,"2007-06-10","68",,
Netherlands,"2007-01-07","32",,
New Zealand,"2003-11-30",NA,,
Austria,"2003-06-29",NA,,
Paraguay,"2010-08-15","257",,
Sweden,"2004-06-20",NA,,
Hungary,"2009-10-11","102",,
Norway,"2003-09-28",NA,,
Mexico,"2012-06-03","792","0.094",
Romania,"2014-08-10","515",,
Austria,"2013-03-03","1641",,
Canada,"2012-07-01","745",,
Belgium,"2014-02-16","527",,
Belgium,"2006-12-24","109",,
Japan,"2015-06-07","13",,
Austria,"2010-01-17","757",,
Canada,"2011-03-20","1665",,
Romania,"2007-12-30","881",,
Netherlands,"2004-06-13","11",,
Germany,"2004-08-01","347",,
Canada,"2013-07-28","635",,
Peru,"2013-03-10","107",,
Australia,"2007-03-18","235",,
Poland,"2010-11-14","28",,
Spain,"2013-01-13","81",,
Switzerland,"2005-11-20","24",,
Belgium,"2007-02-04","531",,
Uruguay,"2013-04-21","71",,
Russia,"2014-02-02","792",,
Russia,"2006-07-23","143",,
Paraguay,"2007-01-28","178",,
Netherlands,"2009-08-02","58",,
Bulgaria,"2007-07-22","346",,
Sweden,"2008-01-06","3",,
Spain,"2009-07-26","39",,
Canada,"2015-07-05","851",,
Chile,"2009-10-04","6",,
Spain,"2003-12-21","27",,
Romania,"2004-04-04","734",,
France,"2005-10-02","76",,
South Africa,"2010-04-11","2350",,
Hungary,"2007-11-18","57",,
Hungary,"2005-06-05","32",,
Peru,"2014-11-09","134",,
United States,"2014-07-27","793",,
Romania,"2012-01-08","645",,
Germany,"2005-04-10","607",,
Paraguay,"2008-03-02","238",,
Germany,"2010-05-09","508",,
United States,"2008-10-26","1659",,
Brazil,"2007-01-07","157","0.068",
Uruguay,"2013-03-31","88",,
Brazil,"2006-11-05","264","0.041",
Romania,"2010-05-30","537",,
New Zealand,"2014-10-05","55",,
Ukraine,"2004-02-22",NA,,
Belgium,"2003-07-27",NA,,
Canada,"2011-07-17","332",,
Mexico,"2008-01-27","2218","0.063",
Peru,"2004-12-05","341",,
Poland,"2003-05-04",NA,,
Uruguay,"2003-02-09",NA,,
Sweden,"2004-04-18",NA,,
Canada,"2012-04-08","1757",,
Poland,"2006-12-31","37",,
Switzerland,"2014-02-09","251",,
Poland,"2014-12-07","35",,
Bolivia,"2014-07-06","44","0.006",
Mexico,"2007-07-08","830","0.106",
Australia,"2004-05-23",NA,,
Mexico,"2002-12-29",NA,NA,
Mexico,"2014-05-18","1082","0.115",
Mexico,"2013-02-10","1636","0.082",
Chile,"2010-01-31","1",,
Norway,"2004-08-15",NA,,
Austria,"2006-04-09","699",,
Canada,"2007-01-14","2748",,
South Africa,"2008-08-24","3073",,
Paraguay,"2007-12-23","198",,
Bolivia,"2006-07-30","381","0.005",
South Africa,"2015-05-24","4074",,
Spain,"2006-08-27","21",,
Uruguay,"2006-03-05","81",,
Norway,"2003-02-16",NA,,
Bulgaria,"2008-07-06","330",,
Sweden,"2012-09-09","3",,
Uruguay,"2006-11-19","126",,
Sweden,"2014-07-13","1",,
Switzerland,"2008-06-22","16",,
Poland,"2005-04-03","98",,
France,"2013-02-17","894",,
United States,"2005-03-06","2554",,
Spain,"2014-06-29","11",,
Norway,"2003-09-07",NA,,
Norway,"2007-12-02","43",,
Germany,"2013-09-22","799",,
Chile,"2013-11-03","12",,
Chile,"2013-06-09","43",,
Poland,"2012-05-27","13",,
Ukraine,"2008-06-22","190",,
South Africa,"2004-02-01",NA,,
Uruguay,"2014-09-28","124",,
Spain,"2009-02-01","37",,
United States,"2011-01-09","2726",,
Spain,"2008-04-27","13",,
Canada,"2012-03-04","2698",,
Uruguay,"2006-02-19","85",,
France,"2012-12-09","117",,
Canada,"2003-11-02","1995",,
Netherlands,"2006-11-05","25",,
Belgium,"2004-07-25","9",,
Germany,"2006-04-16","665",,
Bolivia,"2007-01-21","224","0.037",
Bolivia,"2013-08-25","206","0.005",
Canada,"2007-08-12","590",,
Germany,"2006-04-30","542",,
Chile,"2008-08-10","5",,
Chile,"2004-10-24","2",,
Romania,"2009-09-27","723",,
Paraguay,"2014-03-23","214",,
Ukraine,"2014-02-09","610",,
Germany,"2014-07-20","377",,
Belgium,"2006-07-16","7",,
Hungary,"2015-05-17","30",,
Bulgaria,"2009-11-29","801",,
Bolivia,"2014-12-14","113","0",
Paraguay,"2008-03-09","283",,
Germany,"2007-07-01","476",,
Switzerland,"2004-02-22","24",,
Argentina,"2012-04-01","86","0.055",
New Zealand,"2005-10-23",NA,,
Ukraine,"2004-01-04",NA,,
Australia,"2012-11-18","169",,
Ukraine,"2015-03-01","728",,
United States,"2011-03-13","2076",,
Belgium,"2005-12-18","121",,
Mexico,"2003-11-16","894","0.088",
Austria,"2011-11-06","712",,
Brazil,"2013-11-24","125","0.059",
Spain,"2008-09-14","14",,
Brazil,"2007-06-17","387","0.13",
South Africa,"2015-06-28","3814",,
Canada,"2015-03-22","2350",,
Peru,"2007-04-15","314",,
Netherlands,"2003-07-20",NA,,
Poland,"2009-05-03","88",,
Mexico,"2003-04-20",NA,"0.056",
Bolivia,"2008-07-27","291","0.01",
Brazil,"2003-02-02","151","0.202",
Poland,"2010-02-28","31",,
Uruguay,"2006-05-21","151",,
Norway,"2014-08-17","36",,
Japan,"2009-11-29","753",,
United States,"2009-02-22","3447",,
Canada,"2005-10-30","2305",,
Peru,"2004-10-17","353",,
Sweden,"2011-07-31","1",,
Austria,"2008-11-30","882",,
France,"2003-04-13",NA,,
Bolivia,"2012-07-08","207","0.008",
France,"2005-08-14","11",,
Poland,"2013-01-06","330",,
South Africa,"2010-10-31","2238",,
Poland,"2006-12-10","45",,
Peru,"2005-09-04","403",,
South Africa,"2007-05-27","3481",,
Germany,"2013-12-08","827",,
Romania,"2003-09-14","490",,
Netherlands,"2003-02-02",NA,,
Canada,"2005-11-13","2433",,
Brazil,"2003-07-20","260","0.052",
Netherlands,"2007-06-17","16",,
Netherlands,"2013-11-24","43",,
Chile,"2004-12-19","2",,
France,"2003-03-16",NA,,
Russia,"2003-03-02",NA,,
Paraguay,"2011-07-10","217",,
Australia,"2007-08-26","1345",,
Romania,"2008-12-21","743",,
Poland,"2008-10-12","46",,
Spain,"2005-07-31","11",,
Uruguay,"2006-08-06","194",,
Peru,"2013-10-27","126",,
Spain,"2005-09-25","33",,
Paraguay,"2003-05-11",NA,,
Australia,"2005-03-27",NA,,
Germany,"2010-02-07","931",,
Japan,"2008-07-06","2",,
Argentina,"2014-12-21","79","0.027",
Peru,"2005-08-21","358",,
New Zealand,"2003-11-23",NA,,
New Zealand,"2010-07-04","52",,
Uruguay,"2010-12-05","75",,
Chile,"2007-08-19","7",,
Canada,"2005-10-09","1786",,
France,"2005-03-13","90",,
Russia,"2012-08-12","226",,
Paraguay,"2015-03-29","246",,
Switzerland,"2004-01-04","354",,
Poland,"2011-05-29","14",,
Poland,"2009-04-05","39",,
Russia,"2003-06-22",NA,,
Switzerland,"2015-03-01","430",,
Spain,"2004-11-07","34",,
Spain,"2008-08-17","8",,
Norway,"2007-06-03","14",,
Peru,"2012-02-19","95",,
Chile,"2009-03-22","4",,
Sweden,"2012-09-30","2",,
Poland,"2003-12-07",NA,,
Germany,"2007-10-07","1039",,
Switzerland,"2009-05-17","20",,
Austria,"2003-08-10",NA,,
Brazil,"2014-08-24","219","0.057",
Romania,"2005-11-06","729",,
Australia,"2010-04-18","170",,
Austria,"2013-09-15","805",,
Uruguay,"2010-01-10","54",,
Switzerland,"2006-09-03","16",,
Hungary,"2013-05-12","32",,
France,"2009-08-16","20",,
Germany,"2010-10-17","831",,
Ukraine,"2008-02-24","785",,
Ukraine,"2013-10-13","444",,
Austria,"2013-01-20","1598",,
Spain,"2005-12-04","24",,
Russia,"2011-08-14","176",,
Netherlands,"2010-01-24","30",,
Norway,"2009-10-18","236",,
New Zealand,"2009-05-24","42",,
Uruguay,"2004-09-26","176",,
Argentina,"2004-08-22","199","0.022",
Japan,"2007-07-22","2",,
New Zealand,"2004-03-07",NA,,
Peru,"2006-06-11","355",,
United States,"2010-04-04","1257",,
Austria,"2008-11-23","919",,
Paraguay,"2013-07-07","361",,
Romania,"2012-12-02","608",,
Switzerland,"2003-08-31",NA,,
Bolivia,"2009-12-06","176","0.037",
Austria,"2009-05-31","510",,
Peru,"2006-07-02","296",,
Mexico,"2012-08-26","858","0.309",
Netherlands,"2014-08-24","25",,
New Zealand,"2009-08-23","62",,
Belgium,"2015-08-09","13",,
Ukraine,"2003-08-31",NA,,
Uruguay,"2003-01-12",NA,,
Belgium,"2008-03-16","118",,
Mexico,"2005-01-16","1216","0.04",
Uruguay,"2008-05-18","133",,
Uruguay,"2007-11-11","127",,
Switzerland,"2013-10-13","41",,
South Africa,"2006-01-29","1991",,
Canada,"2004-02-29","1427",,
Germany,"2005-09-18","787",,
Bulgaria,"2015-06-07","285",,
Uruguay,"2005-09-11","143",,
United States,"2003-10-12","1092",,
Switzerland,"2008-02-24","100",,
Chile,"2006-08-13","10",,
Romania,"2011-09-11","499",,
Argentina,"2003-03-23","153","0.043",
Austria,"2003-10-26","710",,
Austria,"2005-04-17","578",,
Bolivia,"2011-03-06","196","0.08",
Poland,"2003-05-25",NA,,
Ukraine,"2009-05-17","259",,
United States,"2013-07-21","956",,
Paraguay,"2011-11-27","132",,
Germany,"2007-02-18","1982",,
Australia,"2009-11-01","167",,
Romania,"2013-08-18","545",,
Ukraine,"2006-09-03","222",,
Hungary,"2008-04-13","60",,
Mexico,"2009-07-05","685","0.102",
Bulgaria,"2007-04-22","630",,
Bolivia,"2003-06-15","521","0.047",
Argentina,"2010-04-25","142","0.104",
Paraguay,"2007-03-25","322",,
Norway,"2003-03-30",NA,,
Canada,"2013-08-11","698",,
Australia,"2014-03-16","268",,
Brazil,"2010-01-24","109","0.212",
France,"2007-04-22","5",,
Japan,"2014-08-31","6",,
Belgium,"2006-04-30","45",,
Netherlands,"2015-03-08","59",,
Poland,"2013-03-10","63",,
Peru,"2010-11-14","188",,
Bolivia,"2011-03-20","249","0.092",
Ukraine,"2014-01-26","456",,
Belgium,"2014-07-20","15",,
Germany,"2006-07-16","329",,
Paraguay,"2010-04-04","213",,
Hungary,"2004-05-02",NA,,
United States,"2013-07-07","941",,
Bolivia,"2013-07-28","175","0.002",
Brazil,"2012-05-13","197","0.186",
Belgium,"2007-07-01","15",,
Netherlands,"2004-03-21","15",,
Norway,"2013-09-01","87",,
Sweden,"2008-12-21","7",,
France,"2015-06-07","5",,
Belgium,"2013-09-22","80",,
Sweden,"2003-09-14",NA,,
South Africa,"2009-11-15","2027",,
Australia,"2008-12-14","139",,
Australia,"2005-08-07",NA,,
Bolivia,"2015-07-05","195","0.004",
Germany,"2004-07-25","439",,
Hungary,"2006-10-08","45",,
Poland,"2014-11-09","33",,
Switzerland,"2015-06-14","22",,
Brazil,"2014-03-30","166","0.263",
Belgium,"2006-04-16","53",,
Ukraine,"2015-06-14","208",,
Romania,"2011-07-31","467",,
New Zealand,"2011-08-28","69",,
Brazil,"2004-03-21","243","0.085",
Paraguay,"2013-07-21","334",,
United States,"2011-11-27","2033",,
Netherlands,"2012-05-13","17",,
Bulgaria,"2009-08-16","324",,
Bolivia,"2008-04-06","387","0.064",
Russia,"2009-07-12","204",,
Spain,"2011-01-02","256",,
Chile,"2003-04-27","2",,
United States,"2007-03-25","1604",,
Peru,"2010-10-24","183",,
Russia,"2013-06-16","282",,
Brazil,"2015-03-08","181","0.612",
Chile,"2011-09-04","8",,
Bolivia,"2012-07-01","203","0.009",
Switzerland,"2014-01-26","171",,
Argentina,"2015-02-01","77","0.039",
Netherlands,"2014-03-30","34",,
Germany,"2003-07-27",NA,,
Spain,"2014-08-03","5",,
Argentina,"2005-01-02","78","0.012",
Austria,"2005-03-20","840",,
South Africa,"2012-09-02","3032",,
Mexico,"2006-09-10","909","0.151",
Paraguay,"2003-10-12",NA,,
Russia,"2012-02-05","554",,
Austria,"2010-12-26","849",,
Japan,"2005-10-02","3",,
Switzerland,"2007-07-29","11",,
Brazil,"2004-12-26","164","0.045",
Mexico,"2013-12-01","1486","0.242",
Peru,"2012-05-27","160",,
Ukraine,"2009-09-20","562",,
Bolivia,"2003-11-02","400","0.032",
New Zealand,"2011-04-10","16",,
Sweden,"2013-08-18","2",,
Brazil,"2011-08-21","173","0.074",
Canada,"2007-01-21","2844",,
Paraguay,"2009-02-22","132",,
Brazil,"2004-06-27","316","0.032",
Bulgaria,"2005-03-13","1132",,
Netherlands,"2009-06-28","21",,
Belgium,"2010-05-09","31",,
New Zealand,"2008-04-20","17",,
Belgium,"2005-04-10","57",,
Bolivia,"2012-03-04","170","0.061",
New Zealand,"2011-02-06","10",,
Belgium,"2004-08-01","10",,
Chile,"2011-10-30","3",,
Uruguay,"2008-09-07","146",,
Paraguay,"2011-03-13","192",,
Japan,"2013-02-17","1381",,
Canada,"2014-12-14","4856",,
Austria,"2004-07-11","459",,
Argentina,"2004-07-18","204","0.019",
Mexico,"2004-11-28","1190","0.061",
Canada,"2013-08-25","660",,
Hungary,"2011-06-05","23",,
Bolivia,"2007-08-12","441","0.019",
Chile,"2007-05-13","16",,
Sweden,"2011-09-11","1",,
Germany,"2007-02-04","1381",,
Bulgaria,"2003-03-16",NA,,
Netherlands,"2003-01-19",NA,,
Ukraine,"2011-10-02","405",,
South Africa,"2004-09-12",NA,,
Argentina,"2011-10-09","81","0.024",
Australia,"2007-12-09","123",,
Bulgaria,"2005-08-14","437",,
Germany,"2013-03-17","1104",,
Bolivia,"2012-04-08","225","0.045",
Switzerland,"2011-10-02","14",,
Argentina,"2007-09-23","191","0.034",
Canada,"2014-07-06","772",,
Brazil,"2009-06-28","256","0.069",
Japan,"2012-12-09","146",,
South Africa,"2012-04-22","2490",,
Austria,"2003-08-17",NA,,
Uruguay,"2012-10-28","86",,
Austria,"2015-04-12","929",,
Germany,"2014-02-16","1187",,
Peru,"2006-12-31","193",,
Germany,"2006-12-24","1022",,
Poland,"2004-12-05","43",,
Peru,"2003-05-04","494",,
Chile,"2013-05-26","22",,
Austria,"2009-12-13","1036",,
Netherlands,"2004-12-26","34",,
Mexico,"2013-12-22","1992","0.151",
Sweden,"2012-12-02","6",,
Argentina,"2007-07-15","379","0.019",
Netherlands,"2004-06-27","11",,
Bulgaria,"2003-04-13",NA,,
Austria,"2003-06-08",NA,,
Bolivia,"2011-07-17","185","0.012",
United States,"2015-03-29","1901",,
Peru,"2014-12-07","113",,
Netherlands,"2011-08-21","13",,
Chile,"2010-09-19","77",,
Mexico,"2005-04-24","858","0.053",
Romania,"2012-09-30","622",,
United States,"2011-07-10","626",,
Chile,"2005-05-29","9",,
Spain,"2011-09-18","5",,
Brazil,"2003-01-19","162","0.17",
Ukraine,"2007-07-29","193",,
Switzerland,"2009-09-20","53",,
Bolivia,"2007-01-14","186","0.027",
Norway,"2009-04-12","33",,
Peru,"2005-04-03","288",,
United States,"2003-05-11",NA,,
Uruguay,"2014-09-21","125",,
Russia,"2003-11-09",NA,,
Canada,"2006-07-30","744",,
Chile,"2014-11-30","6",,
Sweden,"2005-11-06",NA,,
Belgium,"2007-02-18","900",,
United States,"2007-12-23","1954",,
Australia,"2007-04-01","191",,
Argentina,"2015-01-18","78","0.036",
France,"2009-11-29","874",,
Peru,"2008-10-12","243",,
Sweden,"2004-04-04",NA,,
Paraguay,"2005-03-06",NA,,
Bolivia,"2005-11-13","385","0.049",
Norway,"2011-04-17","18",,
Russia,"2008-06-08","241",,
Poland,"2013-10-27","26",,
Poland,"2005-08-21","12",,
Sweden,"2012-01-08","4",,
Spain,"2014-09-07","4",,
Mexico,"2013-09-08","1119","0.391",
Ukraine,"2009-06-21","201",,
Mexico,"2008-09-28","1022","0.259",
Uruguay,"2004-03-14","115",,
Brazil,"2003-12-14","137","0.055",
Bulgaria,"2012-12-09","356",,
Mexico,"2011-06-12","630","0.078",
Sweden,"2007-12-30","4",,
Germany,"2008-03-16","885",,
Japan,"2005-08-14","2",,
Ukraine,"2011-10-16","458",,
Mexico,"2008-03-30","1091","0.065",
Hungary,"2014-09-14","64",,
Germany,"2015-08-09","279",,
Romania,"2008-01-06","956",,
