"country","Date","flu_cases","dengue_cases","life_expectancy"
Romania,"2008-01-13","1060",,
Bolivia,"2010-10-24","301","0.015",
Belgium,"2003-09-28","50",,
Hungary,"2003-08-10",NA,,
Mexico,"2006-02-19","1137","0.036",
Austria,"2008-04-13","773",,
Norway,"2007-02-04","199",,
Brazil,"2011-09-25","145","0.071",
Canada,"2014-11-09","2505",,
Russia,"2008-08-24","225",,
Uruguay,"2014-05-18","116",,
Uruguay,"2013-02-10","56",,
Bulgaria,"2013-06-09","156",,
Bulgaria,"2013-11-03","443",,
Peru,"2015-07-05","146",,
Mexico,"2006-11-19","1409","0.112",
Australia,"2015-05-03","492",,
Mexico,"2006-03-05","1069","0.049",
Russia,"2015-05-24","322",,
Chile,"2009-11-29","3",,
Australia,"2004-04-11",NA,,
Uruguay,"2008-01-27","76",,
Paraguay,"2014-09-07","322",,
New Zealand,"2010-06-27","45",,
United States,"2006-08-27","760",,
Spain,"2005-03-06","50",,
United States,"2014-06-29","990",,
Bolivia,"2010-11-14","217","0.018",
Hungary,"2009-05-31","43",,
Mexico,"2013-03-31","1067","0.088",
Uruguay,"2002-12-29",NA,,
Hungary,"2005-04-17","91",,
Hungary,"2003-10-26",NA,,
Uruguay,"2007-07-08","221",,
Bulgaria,"2004-10-24",NA,,
Bulgaria,"2008-08-10","246",,
Switzerland,"2015-03-15","207",,
Peru,"2011-03-20","140",,
New Zealand,"2010-03-28","17",,
Canada,"2013-03-10","1901",,
Argentina,"2012-06-17","191","0.024",
Mexico,"2003-02-09",NA,"0.042",
Peru,"2013-07-28","132",,
United States,"2013-01-13","10555",,
Hungary,"2008-11-30","65",,
Sweden,"2006-06-25","1",,
Russia,"2010-04-11","456",,
United States,"2009-07-26","1324",,
Ukraine,"2005-06-26",NA,,
Poland,"2006-07-30","13",,
Netherlands,"2012-08-05","14",,
Peru,"2007-01-14","237",,
Sweden,"2014-10-12","4",,
Ukraine,"2014-04-13","358",,
Norway,"2003-07-27",NA,,
France,"2010-11-21","28",,
Bolivia,"2005-04-03","509","0.028",
Peru,"2012-04-08","138",,
Belgium,"2003-02-16",NA,,
Japan,"2006-08-13","2",,
Spain,"2014-07-27","5",,
Canada,"2004-12-05","2457",,
Brazil,"2008-12-07","175","0.07",
Spain,"2008-10-26","24",,
Argentina,"2014-02-23","78","0.099",
Belgium,"2003-09-07",NA,,
Bulgaria,"2007-06-10","599",,
Belgium,"2004-08-15","11",,
Bolivia,"2003-05-04","493","0.069",
Bolivia,"2006-12-31","208","0.004",
United States,"2003-12-21","8196",,
Bolivia,"2014-12-07","131","0.001",
Poland,"2014-07-06","12",,
South Africa,"2006-07-23","3205",,
South Africa,"2014-02-02","2199",,
Peru,"2011-07-17","139",,
Romania,"2013-07-14","506",,
Mexico,"2013-04-21","988","0.089",
Hungary,"2011-11-06","47",,
France,"2014-11-16","32",,
Uruguay,"2012-06-03","118",,
Poland,"2013-08-25","11",,
Argentina,"2012-12-16","76","0.039",
Norway,"2004-07-25",NA,,
Romania,"2009-03-29","994",,
Chile,"2007-07-22","11",,
Belgium,"2007-12-02","154",,
Paraguay,"2007-09-02","339",,
Germany,"2013-09-01","441",,
Peru,"2007-08-12","256",,
Brazil,"2012-08-05","157","0.059",
Poland,"2014-12-14","35",,
United States,"2007-09-16","1041",,
Sweden,"2011-07-03","1",,
Peru,"2003-11-02","364",,
Norway,"2006-07-16","9",,
Bolivia,"2012-05-27","265","0.02",
Romania,"2007-12-16","772",,
Russia,"2011-10-23","450",,
Switzerland,"2014-04-13","31",,
Australia,"2003-03-09",NA,,
New Zealand,"2005-06-19",NA,,
United States,"2011-01-16","3089",,
Bulgaria,"2009-10-04","739",,
South Africa,"2012-07-29","3611",,
Peru,"2012-03-04","92",,
Poland,"2007-01-21","54",,
Japan,"2009-03-22","149",,
Sweden,"2013-01-27","71",,
Netherlands,"2008-12-07","45",,
Switzerland,"2005-06-26","11",,
Japan,"2006-01-29","1070",,
Bolivia,"2014-10-05","193","0.009",
Norway,"2003-12-21",NA,,
Germany,"2011-11-27","929",,
Paraguay,"2007-02-18","237",,
Argentina,"2008-06-15","381","0.014",
Australia,"2011-04-03","228",,
France,"2008-11-02","33",,
Peru,"2006-04-02","256",,
Hungary,"2007-09-09","33",,
Mexico,"2005-02-13","1139","0.04",
Chile,"2014-02-02","2",,
Argentina,"2013-12-15","69","0.043",
Netherlands,"2013-11-10","35",,
Chile,"2006-07-23","8",,
Germany,"2007-03-25","960",,
Belgium,"2005-03-06","413",,
France,"2003-04-06",NA,,
Mexico,"2006-04-23","844","0.068",
New Zealand,"2014-07-06","174",,
Sweden,"2006-08-06","1",,
Ukraine,"2003-02-23",NA,,
Russia,"2009-10-04","526",,
New Zealand,"2006-07-30","73",,
United States,"2003-07-27",NA,,
France,"2013-06-23","4",,
Sweden,"2010-12-05","2",,
Norway,"2013-01-13","470",,
Hungary,"2006-10-29","57",,
Brazil,"2004-01-25","145","0.057",
Bulgaria,"2011-10-23","343",,
Norway,"2009-07-26","124",,
Paraguay,"2005-09-18","304",,
Brazil,"2013-11-10","143","0.061",
Norway,"2011-01-16","601",,
Canada,"2008-04-20","1679",,
Paraguay,"2010-10-17","202",,
Spain,"2003-09-28","26",,
Canada,"2011-04-10","1172",,
United States,"2006-07-16","695",,
Poland,"2005-06-19","18",,
Switzerland,"2003-02-23",NA,,
Sweden,"2006-05-21","1",,
Germany,"2013-07-07","351",,
Peru,"2009-03-01","162",,
Chile,"2012-07-29","13",,
France,"2012-05-20","5",,
New Zealand,"2007-01-21","4",,
Bulgaria,"2010-04-11","366",,
Netherlands,"2004-01-25","20",,
Hungary,"2003-08-03",NA,,
South Africa,"2007-07-22","3743",,
New Zealand,"2013-08-25","103",,
Uruguay,"2011-07-31","175",,
Paraguay,"2007-10-07","243",,
France,"2009-01-18","755",,
Russia,"2007-06-10","132",,
Norway,"2007-09-16","22",,
Spain,"2011-06-26","3",,
Belgium,"2011-01-09","482",,
Argentina,"2008-02-10","91","0.022",
United States,"2004-07-25","587",,
Austria,"2011-10-16","750",,
Canada,"2011-02-06","2735",,
Australia,"2014-05-04","410",,
New Zealand,"2014-12-14","23",,
Austria,"2009-06-21","503",,
Sweden,"2008-05-18","1",,
Bolivia,"2011-11-20","186","0.019",
Hungary,"2014-01-19","87",,
Russia,"2013-11-03","523",,
Brazil,"2012-10-14","152","0.05",
Romania,"2008-09-07","566",,
Russia,"2013-06-09","307",,
United States,"2013-03-17","2894",,
Sweden,"2003-01-12",NA,,
Bolivia,"2008-11-16","293","0.032",
Bulgaria,"2015-05-24","263",,
South Africa,"2008-07-06","4149",,
Austria,"2009-04-26","665",,
Austria,"2011-12-18","829",,
United States,"2014-02-16","2228",,
United States,"2006-12-24","2547",,
Canada,"2011-08-28","238",,
Ukraine,"2010-02-14","417",,
Austria,"2006-02-26","928",,
Austria,"2003-06-01",NA,,
Sweden,"2007-11-11","3",,
Germany,"2015-03-29","796",,
Bulgaria,"2008-08-24","304",,
Sweden,"2005-09-11",NA,,
Russia,"2008-08-10","118",,
Spain,"2007-12-02","62",,
Mexico,"2009-01-11","1975","0.062",
Russia,"2004-10-24","284",,
Australia,"2008-03-23","258",,
Poland,"2011-07-24","7",,
Austria,"2013-04-07","916",,
Mexico,"2011-12-11","1283","0.056",
Germany,"2011-07-10","280",,
Norway,"2009-02-01","146",,
Netherlands,"2006-10-22","23",,
Norway,"2008-04-27","34",,
Bolivia,"2003-11-30","388","0.024",
Paraguay,"2013-12-08","164",,
Hungary,"2010-09-05","44",,
Paraguay,"2010-02-07","96",,
Germany,"2003-05-11",NA,,
Poland,"2015-01-11","35",,
Australia,"2012-01-29","95",,
Japan,"2015-06-28","13",,
Spain,"2004-08-15","18",,
Poland,"2010-06-27","10",,
Uruguay,"2012-09-30","111",,
Hungary,"2012-07-15","27",,
South Africa,"2009-11-29","1723",,
Argentina,"2014-06-22","239","0.029",
Peru,"2011-04-24","163",,
Poland,"2010-03-28","22",,
Norway,"2006-08-27","12",,
Spain,"2003-02-16",NA,,
Netherlands,"2012-10-14","41",,
Belgium,"2014-07-27","14",,
Argentina,"2014-03-02","82","0.084",
Hungary,"2005-05-15","44",,
Australia,"2004-08-29",NA,,
Romania,"2014-09-21","606",,
Sweden,"2010-01-10","2",,
Belgium,"2008-10-26","71",,
Norway,"2014-06-29","33",,
Spain,"2003-09-07",NA,,
Sweden,"2004-09-26",NA,,
Switzerland,"2010-02-14","26",,
Russia,"2010-01-31","640",,
Japan,"2010-10-31","21",,
Mexico,"2014-12-28","2317","0.115",
Austria,"2004-06-06","487",,
Japan,"2007-05-27","7",,
Romania,"2012-10-28","642",,
Bulgaria,"2004-02-01",NA,,
Argentina,"2013-10-06","128","0.034",
United States,"2007-02-04","2806",,
Brazil,"2006-10-22","260","0.043",
Romania,"2004-03-14","774",,
Bulgaria,"2007-05-27","584",,
Australia,"2015-06-21","913",,
Germany,"2014-03-23","824",,
France,"2012-04-22","9",,
Russia,"2004-12-19","395",,
Chile,"2003-03-02","0",,
Paraguay,"2006-04-30","253",,
Bulgaria,"2010-10-31","631",,
Uruguay,"2008-01-06","82",,
Germany,"2008-03-09","1053",,
Paraguay,"2007-07-01","449",,
Paraguay,"2014-07-20","398",,
Japan,"2004-02-01","708",,
Austria,"2015-06-14","641",,
Norway,"2004-11-07",NA,,
Peru,"2003-12-28","257",,
Sweden,"2013-04-21","4",,
Belgium,"2010-04-04","26",,
Poland,"2010-05-02","13",,
Brazil,"2006-11-12","257","0.054",
Ukraine,"2010-12-26","751",,
Russia,"2007-08-19","148",,
Chile,"2012-08-12","14",,
Peru,"2009-12-20","109",,
Mexico,"2006-06-25","770","0.077",
Bolivia,"2009-05-24","376","0.1",
Ukraine,"2005-03-20",NA,,
Poland,"2010-10-03","38",,
Bulgaria,"2015-06-28","175",,
Hungary,"2015-04-05","74",,
Paraguay,"2013-09-22","240",,
Norway,"2005-07-31","18",,
Norway,"2005-09-25","29",,
Bolivia,"2004-03-07","370","0.028",
Paraguay,"2006-04-16","237",,
Mexico,"2014-10-12","1316","0.473",
Peru,"2006-09-17","370",,
Chile,"2003-06-22","3",,
Argentina,"2010-05-16","180","0.07",
Uruguay,"2006-06-18","135",,
Belgium,"2013-07-21","8",,
Mexico,"2011-07-03","578","0.086",
Bolivia,"2009-08-23","303","0.055",
New Zealand,"2009-12-06","18",,
Germany,"2007-12-23","1132",,
Hungary,"2012-10-21","40",,
Poland,"2005-06-12","20",,
Austria,"2014-01-26","1242",,
Switzerland,"2010-12-26","139",,
Uruguay,"2008-02-03","73",,
Peru,"2005-01-23","271",,
Mexico,"2013-01-27","1866","0.081",
Switzerland,"2005-03-20","45",,
Argentina,"2009-02-08","86","0.039",
Uruguay,"2004-06-20","163",,
Japan,"2015-05-24","17",,
New Zealand,"2011-03-06","14",,
United States,"2008-03-16","2592",,
United States,"2015-08-09","671",,
Uruguay,"2009-06-07","127",,
New Zealand,"2003-06-15",NA,,
Belgium,"2003-10-12","63",,
Norway,"2008-09-14","35",,
Japan,"2008-08-24","1",,
Canada,"2010-06-20","546",,
Netherlands,"2006-11-12","26",,
France,"2004-09-12","13",,
Argentina,"2006-03-26","143","0.024",
Spain,"2014-08-17","5",,
Australia,"2006-02-12","157",,
Switzerland,"2004-07-11","7",,
Argentina,"2011-12-25","57","0.024",
Ukraine,"2003-06-08",NA,,
Belgium,"2009-02-22","140",,
Bolivia,"2005-10-23","533","0.023",
Sweden,"2014-09-28","4",,
Mexico,"2012-06-10","796","0.097",
Ukraine,"2009-12-13","919",,
Australia,"2011-05-22","299",,
Ukraine,"2015-04-12","366",,
Poland,"2010-10-10","34",,
Ukraine,"2003-08-17",NA,,
New Zealand,"2008-07-27","80",,
Spain,"2003-03-30",NA,,
Paraguay,"2005-04-10",NA,,
Paraguay,"2010-05-09","229",,
Germany,"2008-03-02","1142",,
Russia,"2006-08-13","163",,
Sweden,"2006-02-19","7",,
Australia,"2004-01-18",NA,,
Peru,"2003-05-18","450",,
Netherlands,"2008-07-13","14",,
Peru,"2005-07-10","291",,
Netherlands,"2012-01-15","42",,
United States,"2005-12-18","2494",,
Hungary,"2004-02-15",NA,,
Austria,"2007-07-29","456",,
Paraguay,"2004-08-01",NA,,
New Zealand,"2012-07-08","129",,
Belgium,"2011-03-13","80",,
Canada,"2013-03-24","1642",,
Japan,"2010-04-11","6",,
Netherlands,"2014-06-01","17",,
Romania,"2010-11-07","637",,
Netherlands,"2006-05-28","16",,
Germany,"2007-01-28","1139",,
Poland,"2006-12-17","42",,
France,"2012-09-02","4",,
Romania,"2012-06-24","481",,
Norway,"2005-12-04","63",,
Russia,"2009-03-22","565",,
Germany,"2010-08-15","385",,
Spain,"2009-10-18","161",,
Romania,"2007-06-24","584",,
Germany,"2011-12-04","924",,
South Africa,"2007-04-22","1944",,
Sweden,"2013-03-31","13",,
Hungary,"2004-10-31",NA,,
Japan,"2011-10-23","22",,
Romania,"2005-08-28","662",,
Bolivia,"2003-11-23","408","0.03",
Austria,"2009-09-20","687",,
Sweden,"2003-02-09",NA,,
Uruguay,"2004-04-18","119",,
Norway,"2008-08-17","16",,
Brazil,"2014-06-01","226","0.172",
Spain,"2007-06-03","20",,
Austria,"2011-10-02","564",,
Bolivia,"2010-07-04","208","0.021",
Switzerland,"2003-08-17",NA,,
France,"2009-11-15","385",,
Argentina,"2010-09-12","143","0.039",
Chile,"2011-08-14","17",,
Bulgaria,"2006-01-29","1163",,
Romania,"2014-10-26","722",,
South Africa,"2015-06-07","4919",,
Canada,"2008-08-31","740",,
Brazil,"2006-05-28","432","0.132",
Brazil,"2012-01-15","89","0.095",
Switzerland,"2003-06-08",NA,,
Brazil,"2008-07-13","269","0.03",
Sweden,"2006-11-19","3",,
Ukraine,"2004-07-11",NA,,
Uruguay,"2014-07-13","147",,
Switzerland,"2015-04-12","61",,
Uruguay,"2012-09-09","130",,
Switzerland,"2009-12-13","153",,
Sweden,"2006-03-05","9",,
Argentina,"2006-01-08","85","0.01",
Poland,"2005-12-11","49",,
Russia,"2014-11-02","648",,
Belgium,"2008-08-03","13",,
Peru,"2008-01-13","179",,
Romania,"2008-04-06","861",,
Austria,"2004-07-04","540",,
Germany,"2010-11-28","824",,
Spain,"2007-07-15","12",,
Switzerland,"2006-10-01","15",,
Canada,"2009-05-10","2247",,
Mexico,"2015-01-11","1890","0.099",
Mexico,"2011-07-24","612","0.118",
Poland,"2011-12-11","33",,
Spain,"2011-10-09","13",,
Poland,"2009-01-11","179",,
United States,"2004-01-11","2057",,
Australia,"2006-10-08","281",,
Switzerland,"2009-09-13","67",,
Spain,"2007-09-23","30",,
Bulgaria,"2006-11-05","1010",,
Hungary,"2008-12-14","69",,
Hungary,"2005-08-07","28",,
Sweden,"2012-07-08","1",,
Russia,"2006-05-14","189",,
Bolivia,"2011-07-31","209","0.009",
Peru,"2004-09-19","411",,
Sweden,"2008-07-27","1",,
Switzerland,"2007-10-28","20",,
South Africa,"2012-10-14","2381",,
Brazil,"2008-07-06","278","0.045",
Switzerland,"2008-06-01","10",,
Austria,"2005-07-17","485",,
Norway,"2011-02-13","163",,
New Zealand,"2006-02-19","9",,
Ukraine,"2015-05-10","283",,
Japan,"2003-07-20",NA,,
New Zealand,"2014-09-28","63",,
Canada,"2014-08-10","830",,
Netherlands,"2009-11-29","56",,
Romania,"2012-07-01","474",,
Argentina,"2011-09-18","100","0.019",
Australia,"2004-05-02",NA,,
Romania,"2013-07-28","502",,
Switzerland,"2015-05-10","28",,
New Zealand,"2006-11-19","15",,
Chile,"2011-09-25","4",,
Romania,"2011-03-20","855",,
France,"2003-12-14","457",,
Canada,"2007-12-30","3058",,
New Zealand,"2006-03-05","20",,
Poland,"2014-12-28","37",,
Belgium,"2014-01-05","124",,
France,"2012-01-22","86",,
United States,"2011-02-20","3565",,
Ukraine,"2007-10-28","397",,
Ukraine,"2008-06-01","217",,
Belgium,"2009-08-09","68",,
United States,"2009-08-30","2498",,
South Africa,"2006-10-22","2298",,
Japan,"2013-11-24","106",,
Japan,"2007-06-17","3",,
Mexico,"2010-03-28","1037","0.067",
Japan,"2003-02-02",NA,,
Romania,"2015-07-05","522",,
Canada,"2004-04-04","1178",,
Belgium,"2007-03-11","110",,
Brazil,"2009-11-29","132","0.121",
New Zealand,"2003-02-09",NA,,
Ukraine,"2009-09-13","484",,
Russia,"2011-01-23","1303",,
Paraguay,"2003-10-05",NA,,
Mexico,"2010-06-27","630","0.119",
Belgium,"2014-04-06","88",,
Uruguay,"2014-10-05","108",,
New Zealand,"2013-03-31","21",,
Netherlands,"2008-07-06","13",,
Spain,"2004-07-18","16",,
Ukraine,"2006-10-01","343",,
Canada,"2012-01-08","2327",,
Switzerland,"2012-12-23","186",,
Norway,"2010-08-01","23",,
Romania,"2011-07-17","480",,
Peru,"2013-07-14","146",,
United States,"2010-07-25","744",,
Bulgaria,"2004-06-13",NA,,
France,"2015-02-15","2191",,
Canada,"2010-05-30","641",,
Argentina,"2011-01-02","67","0.041",
Japan,"2010-01-24","171",,
Paraguay,"2010-03-07","133",,
Bulgaria,"2009-08-02","327",,
France,"2007-10-21","68",,
South Africa,"2004-01-25",NA,,
Netherlands,"2007-07-22","16",,
Austria,"2003-01-26",NA,,
Australia,"2011-06-05","364",,
United States,"2007-05-20","850",,
Romania,"2012-04-08","591",,
Poland,"2005-02-13","423",,
Ukraine,"2004-10-10",NA,,
Paraguay,"2013-08-04","260",,
Argentina,"2014-08-03","180","0.029",
Spain,"2005-01-02","579",,
Belgium,"2013-05-19","39",,
Chile,"2008-12-07","3",,
Poland,"2006-04-23","43",,
Paraguay,"2004-05-09",NA,,
New Zealand,"2013-04-21","23",,
Romania,"2007-01-14","1261",,
Spain,"2015-02-01","597",,
Belgium,"2010-03-21","47",,
Bolivia,"2012-09-30","193","0.012",
Sweden,"2003-06-15",NA,,
Brazil,"2007-07-22","256","0.075",
Romania,"2012-03-04","862",,
Belgium,"2014-01-12","86",,
Sweden,"2011-03-06","10",,
Switzerland,"2004-10-10","11",,
Chile,"2012-08-05","13",,
Uruguay,"2003-11-30","124",,
Paraguay,"2009-07-19","498",,
Peru,"2007-12-16","215",,
France,"2003-08-24",NA,,
Belgium,"2010-09-26","74",,
Romania,"2003-11-02","677",,
Mexico,"2005-06-19","713","0.089",
Japan,"2014-08-24","6",,
South Africa,"2013-11-10","2365",,
Austria,"2012-02-26","1540",,
Bulgaria,"2007-01-07","1841",,
Norway,"2005-12-25","48",,
Romania,"2007-08-12","650",,
Hungary,"2007-12-09","80",,
Canada,"2009-09-27","3718",,
Peru,"2009-03-29","188",,
Paraguay,"2008-10-05","283",,
Sweden,"2009-12-06","5",,
Ukraine,"2012-12-23","452",,
Uruguay,"2011-11-20","66",,
United States,"2013-12-29","5008",,
Uruguay,"2008-11-16","99",,
Belgium,"2012-09-23","66",,
Spain,"2011-03-27","12",,
Ukraine,"2003-01-05",NA,,
Australia,"2014-09-14","981",,
Paraguay,"2014-02-23","140",,
Peru,"2013-02-03","103",,
Bulgaria,"2014-08-24","188",,
Chile,"2014-05-11","14",,
United States,"2005-11-27","1808",,
Japan,"2007-01-07","26",,
Mexico,"2006-12-17","1654","0.062",
United States,"2011-06-19","714",,
Bolivia,"2009-06-07","353","0.099",
Bolivia,"2004-06-20","438","0.024",
Romania,"2015-03-22","902",,
Ukraine,"2014-06-15","206",,
Netherlands,"2015-06-07","17",,
Peru,"2007-08-05","255",,
France,"2004-03-21","15",,
Switzerland,"2012-04-15","32",,
Bolivia,"2008-02-03","213","0.028",
New Zealand,"2007-11-11","11",,
Hungary,"2007-04-01","52",,
Romania,"2005-10-30","793",,
New Zealand,"2005-09-11",NA,,
Russia,"2010-05-23","305",,
New Zealand,"2008-05-18","27",,
France,"2015-03-08","102",,
New Zealand,"2003-01-12",NA,,
Chile,"2010-06-06","7",,
Bolivia,"2006-06-18","419","0.02",
Ukraine,"2005-02-20",NA,,
Mexico,"2010-10-10","1099","0.218",
Uruguay,"2009-08-23","122",,
Ukraine,"2009-10-25","868",,
Poland,"2012-06-10","12",,
Netherlands,"2007-04-22","19",,
United States,"2014-05-25","1318",,
South Africa,"2014-06-01","3492",,
Canada,"2008-12-21","2246",,
Brazil,"2015-06-07","262","0.265",
Norway,"2012-07-22","17",,
Canada,"2003-09-14",NA,,
Mexico,"2005-12-11","1393","0.05",
Romania,"2005-11-13","731",,
Australia,"2005-02-06",NA,,
Uruguay,"2004-03-07","110",,
South Africa,"2006-05-28","4159",,
Switzerland,"2005-02-20","350",,
Germany,"2011-02-27","1037",,
Germany,"2013-04-14","632",,
Switzerland,"2009-10-25","63",,
Austria,"2007-04-29","524",,
Uruguay,"2009-05-24","147",,
Germany,"2008-07-20","421",,
South Africa,"2008-07-13","3806",,
New Zealand,"2004-09-26",NA,,
South Africa,"2012-01-15","1572",,
France,"2014-03-30","20",,
Ukraine,"2012-04-15","331",,
Belgium,"2006-03-19","193",,
Spain,"2004-11-14","29",,
Russia,"2011-05-01","377",,
Japan,"2004-06-13","2",,
Bulgaria,"2010-01-24","560",,
Brazil,"2007-04-22","261","0.393",
Paraguay,"2012-12-16","120",,
Bolivia,"2008-01-06","232","0.009",
Hungary,"2007-02-25","167",,
Switzerland,"2014-06-15","18",,
New Zealand,"2010-01-10","9",,
Romania,"2005-10-09","918",,
Russia,"2003-07-06",NA,,
Spain,"2012-11-04","24",,
United States,"2008-11-09","1953",,
France,"2012-05-13","4",,
Spain,"2010-07-11","3",,
Belgium,"2003-10-19","112",,
Switzerland,"2003-01-05",NA,,
Argentina,"2007-09-02","239","0.022",
United States,"2005-02-27","2875",,
Japan,"2009-08-02","69",,
Germany,"2004-10-03","1030",,
Poland,"2014-10-12","36",,
Paraguay,"2013-11-17","208",,
Bolivia,"2012-09-09","267","0.009",
South Africa,"2006-11-12","2256",,
Australia,"2004-09-05",NA,,
France,"2003-01-19",NA,,
Australia,"2005-05-22",NA,,
Chile,"2015-07-19","29",,
Bulgaria,"2007-06-17","569",,
Bulgaria,"2013-11-24","371",,
Bulgaria,"2003-02-02",NA,,
Bolivia,"2014-07-13","44","0",
Poland,"2006-06-25","19",,
Mexico,"2010-05-02","850","0.102",
Russia,"2005-07-03","138",,
United States,"2009-01-04","2133",,
United States,"2004-08-08","599",,
Chile,"2013-04-28","12",,
Canada,"2005-11-06","2131",,
Sweden,"2006-07-30","1",,
Switzerland,"2006-01-15","28",,
Mexico,"2010-10-03","1055","0.228",
Uruguay,"2010-07-04","102",,
New Zealand,"2010-12-05","13",,
Uruguay,"2003-11-23","134",,
Hungary,"2007-11-25","67",,
France,"2009-06-28","7",,
Bolivia,"2004-04-18","430","0.04",
Russia,"2007-09-30","406",,
Sweden,"2014-07-06","2",,
New Zealand,"2006-08-06","59",,
